OP,A1,A2,A3,A4,A5,A6,A7
+,9634,10164,6190,1548,3039,11018,213
-,9634,10164,6190,1548,3039,11018,213
+,8974,5739,9208,6245,11213,10190,12783
-,8974,5739,9208,6245,11213,10190,12783
+,3504,8394,10957,8020,5202,2541,11676
-,3504,8394,10957,8020,5202,2541,11676
+,3552,1723,10642,3180,10476,3026,12858
-,3552,1723,10642,3180,10476,3026,12858
+,3724,4446,4680,10975,8703,482,6179
-,3724,4446,4680,10975,8703,482,6179
+,2831,6594,7393,180,4181,11917,9344
-,2831,6594,7393,180,4181,11917,9344
+,12581,6391,5097,9576,12603,7860,8922
-,12581,6391,5097,9576,12603,7860,8922
+,7749,10853,5891,9102,1583,2902,2834
-,7749,10853,5891,9102,1583,2902,2834
+,9967,11533,9333,2506,7173,4221,571
-,9967,11533,9333,2506,7173,4221,571
+,7427,5654,4439,11409,7891,4817,5003
-,7427,5654,4439,11409,7891,4817,5003
+,6674,5536,9430,1775,5550,11097,4328
-,6674,5536,9430,1775,5550,11097,4328
+,3249,331,10993,1169,4186,11451,763
-,3249,331,10993,1169,4186,11451,763
+,368,438,4686,1600,8066,893,7147
-,368,438,4686,1600,8066,893,7147
+,12128,9083,3049,10184,5984,6507,7906
-,12128,9083,3049,10184,5984,6507,7906
+,8865,11516,5119,251,2119,8119,7713
-,8865,11516,5119,251,2119,8119,7713
+,8132,454,3797,3423,11055,1696,3019
-,8132,454,3797,3423,11055,1696,3019
+,3510,11543,9593,1486,2747,12250,6216
-,3510,11543,9593,1486,2747,12250,6216
+,1245,11492,4461,6659,4047,8736,12575
-,1245,11492,4461,6659,4047,8736,12575
+,2516,8524,1316,4459,10365,9055,3931
-,2516,8524,1316,4459,10365,9055,3931
+,11551,10336,2519,3117,3877,8811,11046
-,11551,10336,2519,3117,3877,8811,11046
+,6141,12057,4574,1830,371,12394,12235
-,6141,12057,4574,1830,371,12394,12235
+,5017,4721,10939,8324,1307,8222,8049
-,5017,4721,10939,8324,1307,8222,8049
+,10172,7696,11950,6113,1521,3898,10413
-,10172,7696,11950,6113,1521,3898,10413
+,10900,10542,7351,8061,2881,4528,3763
-,10900,10542,7351,8061,2881,4528,3763
+,960,1873,5160,251,4505,12801,11806
-,960,1873,5160,251,4505,12801,11806
+,4757,9356,435,7054,9041,5266,1587
-,4757,9356,435,7054,9041,5266,1587
+,11892,2165,6562,12023,5730,12508,11608
-,11892,2165,6562,12023,5730,12508,11608
+,2891,1047,1761,5233,4817,7219,11898
-,2891,1047,1761,5233,4817,7219,11898
+,2912,7880,7999,287,7465,8724,1610
-,2912,7880,7999,287,7465,8724,1610
+,3293,1389,351,6060,446,636,7723
-,3293,1389,351,6060,446,636,7723
+,2008,327,12595,7355,4316,8550,6205
-,2008,327,12595,7355,4316,8550,6205
+,7261,10381,11255,11182,9606,5455,9299
-,7261,10381,11255,11182,9606,5455,9299
+,5749,9945,10415,5907,1776,4780,8710
-,5749,9945,10415,5907,1776,4780,8710
+,10527,12198,10205,11765,4353,2752,3303
-,10527,12198,10205,11765,4353,2752,3303
+,11372,1301,7463,1223,3238,7909,486
-,11372,1301,7463,1223,3238,7909,486
+,5604,8120,5524,12074,9902,7895,4540
-,5604,8120,5524,12074,9902,7895,4540
+,1457,4199,7912,2246,634,5474,8404
-,1457,4199,7912,2246,634,5474,8404
+,10084,9431,11206,5668,11689,833,9462
-,10084,9431,11206,5668,11689,833,9462
+,12573,6078,11507,7412,5343,11583,4387
-,12573,6078,11507,7412,5343,11583,4387
+,9959,3882,10056,4306,5588,5660,4388
-,9959,3882,10056,4306,5588,5660,4388
+,11525,6598,3683,723,1941,1614,10126
-,11525,6598,3683,723,1941,1614,10126
+,2262,9338,8720,10627,2339,11968,5752
-,2262,9338,8720,10627,2339,11968,5752
+,1308,5571,4898,7868,7140,4391,8428
-,1308,5571,4898,7868,7140,4391,8428
+,5821,12508,4354,10745,3837,10004,7924
-,5821,12508,4354,10745,3837,10004,7924
+,11919,2439,9060,743,4138,12566,9831
-,11919,2439,9060,743,4138,12566,9831
+,8930,9066,8874,11060,4037,2344,4822
-,8930,9066,8874,11060,4037,2344,4822
+,9777,8000,12901,5910,6796,361,7011
-,9777,8000,12901,5910,6796,361,7011
+,1750,4812,6328,4196,12770,11879,12843
-,1750,4812,6328,4196,12770,11879,12843
+,9107,7323,10393,97,3567,11493,11773
-,9107,7323,10393,97,3567,11493,11773
+,466,12396,6040,3385,11196,12470,12534
-,466,12396,6040,3385,11196,12470,12534
+,12679,7443,8232,1319,2569,5261,6682
-,12679,7443,8232,1319,2569,5261,6682
+,10877,3244,1214,11214,12442,2966,1517
-,10877,3244,1214,11214,12442,2966,1517
+,11144,1823,12162,10733,12402,4886,9287
-,11144,1823,12162,10733,12402,4886,9287
+,10799,3235,4742,2957,2783,6272,5230
-,10799,3235,4742,2957,2783,6272,5230
+,9259,9027,12358,3565,5469,5475,11068
-,9259,9027,12358,3565,5469,5475,11068
+,12274,9316,5429,7769,5095,4000,8769
-,12274,9316,5429,7769,5095,4000,8769
+,12967,3430,2247,1870,6788,10211,11207
-,12967,3430,2247,1870,6788,10211,11207
+,9982,3351,3373,7751,8811,12501,9574
-,9982,3351,3373,7751,8811,12501,9574
+,11043,5593,1292,1511,12373,830,9347
-,11043,5593,1292,1511,12373,830,9347
+,11732,5926,10637,8302,5654,8468,3541
-,11732,5926,10637,8302,5654,8468,3541
+,11326,11562,12850,12368,9956,2933,7681
-,11326,11562,12850,12368,9956,2933,7681
+,12569,10237,11429,10809,1195,1737,5865
-,12569,10237,11429,10809,1195,1737,5865
+,5271,1211,4286,2853,386,9308,10869
-,5271,1211,4286,2853,386,9308,10869
+,9156,806,151,6226,4872,1177,9669
-,9156,806,151,6226,4872,1177,9669
+,12029,5102,10834,11641,6217,10007,5685
-,12029,5102,10834,11641,6217,10007,5685
+,10009,3333,5457,5308,7825,4128,4629
-,10009,3333,5457,5308,7825,4128,4629
+,3657,12909,10841,1266,4316,12689,7211
-,3657,12909,10841,1266,4316,12689,7211
+,4602,5006,2276,8818,4333,12521,1527
-,4602,5006,2276,8818,4333,12521,1527
+,5211,12828,10173,9463,2423,2074,12127
-,5211,12828,10173,9463,2423,2074,12127
+,835,6373,1781,12012,9216,11847,8324
-,835,6373,1781,12012,9216,11847,8324
+,6264,5258,3266,3675,2484,4165,10250
-,6264,5258,3266,3675,2484,4165,10250
+,11947,7147,11142,9544,6168,6577,8993
-,11947,7147,11142,9544,6168,6577,8993
+,3322,1974,12651,3863,8474,11720,3138
-,3322,1974,12651,3863,8474,11720,3138
+,8342,12448,4597,11475,10270,11046,8285
-,8342,12448,4597,11475,10270,11046,8285
+,10798,5144,464,9134,7553,1662,6092
-,10798,5144,464,9134,7553,1662,6092
+,830,9152,1917,11581,3169,5513,1841
-,830,9152,1917,11581,3169,5513,1841
+,10532,8663,8498,4405,8674,6395,12138
-,10532,8663,8498,4405,8674,6395,12138
+,8671,11418,9612,4778,1050,12260,2204
-,8671,11418,9612,4778,1050,12260,2204
+,7755,10736,2032,10537,10957,6063,341
-,7755,10736,2032,10537,10957,6063,341
+,2711,9649,426,12766,9660,6203,10451
-,2711,9649,426,12766,9660,6203,10451
+,1778,3565,731,1369,3974,6171,4053
-,1778,3565,731,1369,3974,6171,4053
+,7359,11289,9606,7023,3626,4203,6309
-,7359,11289,9606,7023,3626,4203,6309
+,11256,774,11423,6708,5187,9525,10789
-,11256,774,11423,6708,5187,9525,10789
+,9306,4690,5657,8712,12559,6094,10062
-,9306,4690,5657,8712,12559,6094,10062
+,7683,10104,699,10381,2880,1375,11864
-,7683,10104,699,10381,2880,1375,11864
+,1848,2466,8191,12640,6930,10637,8385
-,1848,2466,8191,12640,6930,10637,8385
+,10728,10270,184,7487,627,3198,10776
-,10728,10270,184,7487,627,3198,10776
+,12673,5753,6776,1377,9695,10262,7531
-,12673,5753,6776,1377,9695,10262,7531
+,4380,12508,3915,9528,3322,1672,2430
-,4380,12508,3915,9528,3322,1672,2430
+,3875,5240,3278,403,3983,3822,3047
-,3875,5240,3278,403,3983,3822,3047
+,2535,4183,1688,12595,5154,10873,983
-,2535,4183,1688,12595,5154,10873,983
+,735,3196,9144,10524,12587,478,4710
-,735,3196,9144,10524,12587,478,4710
+,10494,10143,8597,5779,6397,8422,7127
-,10494,10143,8597,5779,6397,8422,7127
+,3149,7210,6595,8980,11504,4724,6470
-,3149,7210,6595,8980,11504,4724,6470
+,8190,11804,5793,8270,11117,5975,5037
-,8190,11804,5793,8270,11117,5975,5037
+,1543,3392,953,3073,3967,11446,12493
-,1543,3392,953,3073,3967,11446,12493
+,12858,11176,2813,38,5522,12100,11802
-,12858,11176,2813,38,5522,12100,11802
+,2626,3262,9271,2995,10057,6734,3735
-,2626,3262,9271,2995,10057,6734,3735
+,3405,5950,11389,4496,8194,2681,5039
-,3405,5950,11389,4496,8194,2681,5039
+,12312,9227,1559,10439,5479,354,7638
-,12312,9227,1559,10439,5479,354,7638
+,2130,11057,9047,12903,8102,11735,4961
-,2130,11057,9047,12903,8102,11735,4961
+,9699,11940,6419,12763,3150,9029,7452
-,9699,11940,6419,12763,3150,9029,7452
+,1529,7228,7755,12965,5180,7854,10261
-,1529,7228,7755,12965,5180,7854,10261
+,10690,10809,5241,10248,260,1482,2604
-,10690,10809,5241,10248,260,1482,2604
+,11826,4322,12762,11892,10443,2226,12468
-,11826,4322,12762,11892,10443,2226,12468
+,5706,1995,11917,6178,12248,12971,5289
-,5706,1995,11917,6178,12248,12971,5289
+,2710,2210,11275,8800,2218,11291,10062
-,2710,2210,11275,8800,2218,11291,10062
+,2165,7486,4603,169,9306,1011,6656
-,2165,7486,4603,169,9306,1011,6656
+,9734,4710,10928,4341,4364,1933,11819
-,9734,4710,10928,4341,4364,1933,11819
+,11673,948,3073,3355,11783,5383,7385
-,11673,948,3073,3355,11783,5383,7385
+,1479,4253,6464,2433,7426,1981,10859
-,1479,4253,6464,2433,7426,1981,10859
+,12340,12052,12688,6539,6977,10214,11274
-,12340,12052,12688,6539,6977,10214,11274
+,5805,8665,1198,7077,9962,1136,5532
-,5805,8665,1198,7077,9962,1136,5532
+,9852,7824,1107,6329,764,11137,3479
-,9852,7824,1107,6329,764,11137,3479
+,10383,536,10708,12327,5720,6008,12651
-,10383,536,10708,12327,5720,6008,12651
+,10037,3024,4871,11577,8419,4910,4868
-,10037,3024,4871,11577,8419,4910,4868
+,8528,11100,6287,12978,9475,3659,5282
-,8528,11100,6287,12978,9475,3659,5282
+,6101,3756,5278,1414,11406,8010,10062
-,6101,3756,5278,1414,11406,8010,10062
+,3076,4948,6350,12279,9067,5625,2579
-,3076,4948,6350,12279,9067,5625,2579
+,1117,12242,1982,6820,7763,2073,10025
-,1117,12242,1982,6820,7763,2073,10025
+,880,9751,9334,991,2527,634,5771
-,880,9751,9334,991,2527,634,5771
+,9474,4283,10460,5195,2223,12571,9256
-,9474,4283,10460,5195,2223,12571,9256
+,10659,7601,8264,10128,12924,7138,1009
-,10659,7601,8264,10128,12924,7138,1009
+,5181,5064,6249,12940,6658,1380,6833
-,5181,5064,6249,12940,6658,1380,6833
+,8322,11474,8187,9731,594,9450,3086
-,8322,11474,8187,9731,594,9450,3086
+,1449,7192,12466,4463,7520,11001,4196
-,1449,7192,12466,4463,7520,11001,4196
+,1279,6210,1045,1468,1912,7343,2437
-,1279,6210,1045,1468,1912,7343,2437
+,9996,5243,4242,1117,5189,11456,11888
-,9996,5243,4242,1117,5189,11456,11888
+,244,12812,7892,6843,11511,2546,9465
-,244,12812,7892,6843,11511,2546,9465
+,9154,8724,822,7927,5826,6919,1667
-,9154,8724,822,7927,5826,6919,1667
+,4078,6426,10759,6708,11186,2926,11354
-,4078,6426,10759,6708,11186,2926,11354
+,4067,6593,3365,5943,4157,8765,10368
-,4067,6593,3365,5943,4157,8765,10368
+,10874,3366,3856,11203,11454,5549,11111
-,10874,3366,3856,11203,11454,5549,11111
+,3537,11453,7051,6047,10017,1983,3407
-,3537,11453,7051,6047,10017,1983,3407
+,6756,12919,3314,184,3009,999,8997
-,6756,12919,3314,184,3009,999,8997
+,5748,6446,12732,5948,3415,5799,8501
-,5748,6446,12732,5948,3415,5799,8501
+,1833,6372,10944,3752,2867,11355,4472
-,1833,6372,10944,3752,2867,11355,4472
+,11112,422,3469,4309,6296,2608,12638
-,11112,422,3469,4309,6296,2608,12638
+,11879,6961,2925,12703,9900,9814,9440
-,11879,6961,2925,12703,9900,9814,9440
+,9841,1151,1619,7714,6189,12925,6266
-,9841,1151,1619,7714,6189,12925,6266
+,1565,988,6510,7549,12445,12605,12945
-,1565,988,6510,7549,12445,12605,12945
+,11117,11709,8046,6580,7454,7542,2471
-,11117,11709,8046,6580,7454,7542,2471
+,12957,6123,7016,10730,8885,10217,10129
-,12957,6123,7016,10730,8885,10217,10129
+,12366,4250,6439,9935,9828,5914,23
-,12366,4250,6439,9935,9828,5914,23
+,11060,5320,5065,623,9887,6887,1857
-,11060,5320,5065,623,9887,6887,1857
+,6360,8193,11219,5579,7437,8285,9501
-,6360,8193,11219,5579,7437,8285,9501
+,2506,2916,2450,4530,6476,12823,10451
-,2506,2916,2450,4530,6476,12823,10451
+,5782,6911,6825,11482,5966,9403,11679
-,5782,6911,6825,11482,5966,9403,11679
+,4349,2596,4633,10739,2176,9947,3597
-,4349,2596,4633,10739,2176,9947,3597
+,3958,7424,7864,8069,1949,12393,1508
-,3958,7424,7864,8069,1949,12393,1508
+,11220,1053,12965,10263,3085,7927,6554
-,11220,1053,12965,10263,3085,7927,6554
+,4974,5694,2453,10020,10301,706,12602
-,4974,5694,2453,10020,10301,706,12602
+,1,3485,4468,7410,10488,8673,1278
-,1,3485,4468,7410,10488,8673,1278
+,1179,4129,3607,10322,8909,3537,1664
-,1179,4129,3607,10322,8909,3537,1664
+,5311,870,11617,8272,10620,3292,941
-,5311,870,11617,8272,10620,3292,941
+,9137,12741,7627,1734,2703,10749,6436
-,9137,12741,7627,1734,2703,10749,6436
+,11526,6952,8372,2235,10533,566,11473
-,11526,6952,8372,2235,10533,566,11473
+,5097,12202,9132,12013,8219,5512,8699
-,5097,12202,9132,12013,8219,5512,8699
+,526,10588,5384,4036,1414,11746,9988
-,526,10588,5384,4036,1414,11746,9988
+,7595,11003,10451,8505,2292,7242,10955
-,7595,11003,10451,8505,2292,7242,10955
+,9700,94,3278,10750,6475,3659,5665
-,9700,94,3278,10750,6475,3659,5665
+,7631,1381,10521,10342,8544,8567,6436
-,7631,1381,10521,10342,8544,8567,6436
+,1549,12459,13,2903,8235,6007,9158
-,1549,12459,13,2903,8235,6007,9158
+,5430,8316,5914,4800,12149,5130,10290
-,5430,8316,5914,4800,12149,5130,10290
+,8021,9424,12563,4466,3520,8945,3188
-,8021,9424,12563,4466,3520,8945,3188
+,10408,4756,11404,4463,1459,3928,10830
-,10408,4756,11404,4463,1459,3928,10830
+,4738,6307,12413,2869,10583,2950,1177
-,4738,6307,12413,2869,10583,2950,1177
+,11522,12008,4983,12641,12728,7173,2905
-,11522,12008,4983,12641,12728,7173,2905
+,12181,7355,11970,5724,7814,6727,3093
-,12181,7355,11970,5724,7814,6727,3093
+,1217,2444,5378,6281,11591,10165,1524
-,1217,2444,5378,6281,11591,10165,1524
+,3213,12452,6395,10770,4352,51,8878
-,3213,12452,6395,10770,4352,51,8878
+,1781,4777,1696,4139,8584,2308,3380
-,1781,4777,1696,4139,8584,2308,3380
+,12006,11834,808,695,6594,3424,384
-,12006,11834,808,695,6594,3424,384
+,4290,94,12821,426,2786,12867,1537
-,4290,94,12821,426,2786,12867,1537
+,6032,6002,4082,519,2806,1558,971
-,6032,6002,4082,519,2806,1558,971
+,1149,10908,2825,4833,3100,3112,1456
-,1149,10908,2825,4833,3100,3112,1456
+,5174,2675,2202,231,7838,8598,6476
-,5174,2675,2202,231,7838,8598,6476
+,4191,12741,8794,6294,5353,8377,2773
-,4191,12741,8794,6294,5353,8377,2773
+,7171,7022,8345,6386,8093,9069,823
-,7171,7022,8345,6386,8093,9069,823
+,10734,9664,1214,6089,7341,11676,8585
-,10734,9664,1214,6089,7341,11676,8585
+,3083,2563,6304,10486,3795,6379,6406
-,3083,2563,6304,10486,3795,6379,6406
+,11707,3850,9372,7684,6937,9874,5398
-,11707,3850,9372,7684,6937,9874,5398
+,7059,9209,6878,1204,10170,2968,2210
-,7059,9209,6878,1204,10170,2968,2210
+,376,4174,3663,6910,10140,5887,9894
-,376,4174,3663,6910,10140,5887,9894
+,12582,4258,733,8885,679,10427,2089
-,12582,4258,733,8885,679,10427,2089
+,2500,10264,4994,11423,11592,3106,7937
-,2500,10264,4994,11423,11592,3106,7937
+,11507,1972,6026,7438,11185,688,8294
-,11507,1972,6026,7438,11185,688,8294
+,9165,8020,3905,5126,12878,2592,6411
-,9165,8020,3905,5126,12878,2592,6411
+,2141,2968,4963,6606,2204,12752,10476
-,2141,2968,4963,6606,2204,12752,10476
+,3844,11366,7754,10283,10601,9190,2524
-,3844,11366,7754,10283,10601,9190,2524
+,2692,432,11150,3418,9572,9526,4385
-,2692,432,11150,3418,9572,9526,4385
+,6460,9530,345,9414,507,10689,907
-,6460,9530,345,9414,507,10689,907
+,5059,4056,3704,8749,5000,7605,3958
-,5059,4056,3704,8749,5000,7605,3958
+,7002,10529,6588,8516,11227,7149,6339
-,7002,10529,6588,8516,11227,7149,6339
+,3997,2559,9479,3329,620,4896,11141
-,3997,2559,9479,3329,620,4896,11141
+,2257,2070,8089,1483,4640,12888,12019
-,2257,2070,8089,1483,4640,12888,12019
+,10975,2187,5058,1796,1543,10856,7651
-,10975,2187,5058,1796,1543,10856,7651
+,7181,6628,12602,9649,11471,12966,1008
-,7181,6628,12602,9649,11471,12966,1008
+,3818,5789,5580,6638,264,6301,12843
-,3818,5789,5580,6638,264,6301,12843
+,8004,4811,1046,8348,2867,12241,8702
-,8004,4811,1046,8348,2867,12241,8702
+,3824,333,11037,7497,2884,1279,1313
-,3824,333,11037,7497,2884,1279,1313
+,9368,8088,9484,11995,8757,3828,10887
-,9368,8088,9484,11995,8757,3828,10887
+,12142,8558,10989,11346,2138,5412,1177
-,12142,8558,10989,11346,2138,5412,1177
+,8532,8555,11865,572,5121,11997,1048
-,8532,8555,11865,572,5121,11997,1048
+,11576,1125,294,3208,1056,2235,8917
-,11576,1125,294,3208,1056,2235,8917
+,4808,165,11638,4207,12342,8464,12162
-,4808,165,11638,4207,12342,8464,12162
+,1222,3251,9961,931,8550,6132,4737
-,1222,3251,9961,931,8550,6132,4737
+,4548,2625,6295,8512,9509,11891,5688
-,4548,2625,6295,8512,9509,11891,5688
+,12873,11411,12006,736,9520,7228,1270
-,12873,11411,12006,736,9520,7228,1270
+,6866,2731,9926,9586,12284,11930,10897
-,6866,2731,9926,9586,12284,11930,10897
+,3652,7553,6142,10304,8778,6751,3365
-,3652,7553,6142,10304,8778,6751,3365
+,8653,11601,4899,7858,10789,8656,4071
-,8653,11601,4899,7858,10789,8656,4071
+,9685,5961,407,2642,6872,1476,2740
-,9685,5961,407,2642,6872,1476,2740
+,7728,2385,868,7434,9639,3112,7288
-,7728,2385,868,7434,9639,3112,7288
+,11168,7493,1392,6773,10775,6356,12858
-,11168,7493,1392,6773,10775,6356,12858
+,8616,1405,10994,3613,7537,5393,5994
-,8616,1405,10994,3613,7537,5393,5994
+,9356,12285,12772,356,7160,2530,1874
-,9356,12285,12772,356,7160,2530,1874
+,8736,4370,8846,5863,480,11998,12417
-,8736,4370,8846,5863,480,11998,12417
+,606,10326,6856,11122,7467,3675,12054
-,606,10326,6856,11122,7467,3675,12054
+,3712,5150,10687,3977,3569,11045,1988
-,3712,5150,10687,3977,3569,11045,1988
+,9800,6811,6586,391,6219,12756,776
-,9800,6811,6586,391,6219,12756,776
+,2644,12780,2123,622,5438,9590,1664
-,2644,12780,2123,622,5438,9590,1664
+,8268,1987,9134,8937,9770,3007,12124
-,8268,1987,9134,8937,9770,3007,12124
+,6642,8592,8656,164,1574,8855,6287
-,6642,8592,8656,164,1574,8855,6287
+,12577,1532,10682,4976,5539,9272,4794
-,12577,1532,10682,4976,5539,9272,4794
+,8968,2077,12823,7327,2292,5095,6230
-,8968,2077,12823,7327,2292,5095,6230
+,4446,9188,8186,1802,2374,12047,10145
-,4446,9188,8186,1802,2374,12047,10145
+,1927,3490,1979,2698,4565,987,7508
-,1927,3490,1979,2698,4565,987,7508
+,4065,6625,10394,3008,3940,9877,9296
-,4065,6625,10394,3008,3940,9877,9296
+,5331,11166,2928,7750,5896,4591,6750
-,5331,11166,2928,7750,5896,4591,6750
+,1068,4137,3540,3129,8360,5575,1516
-,1068,4137,3540,3129,8360,5575,1516
+,11186,11182,9436,12835,10943,3548,2056
-,11186,11182,9436,12835,10943,3548,2056
+,10922,138,7745,2298,11126,8493,11626
-,10922,138,7745,2298,11126,8493,11626
+,1249,234,6136,12583,1189,8930,12486
-,1249,234,6136,12583,1189,8930,12486
+,7296,4840,12898,4959,5024,7179,5777
-,7296,4840,12898,4959,5024,7179,5777
+,9472,9739,3459,333,11685,9206,10469
-,9472,9739,3459,333,11685,9206,10469
+,213,1163,6763,5474,8329,1826,12680
-,213,1163,6763,5474,8329,1826,12680
+,4848,7323,4593,8981,7682,6834,476
-,4848,7323,4593,8981,7682,6834,476
+,5822,2449,8472,12290,1641,1472,6223
-,5822,2449,8472,12290,1641,1472,6223
+,1642,3515,1404,12169,7237,1154,7928
-,1642,3515,1404,12169,7237,1154,7928
+,4745,8250,10004,3673,3139,1398,8911
-,4745,8250,10004,3673,3139,1398,8911
+,3400,3906,11446,3460,9017,11040,12927
-,3400,3906,11446,3460,9017,11040,12927
+,9755,7135,4082,8951,2314,6355,4819
-,9755,7135,4082,8951,2314,6355,4819
+,1935,12949,12215,5049,4323,6631,3211
-,1935,12949,12215,5049,4323,6631,3211
+,1659,1036,8732,8731,5577,4896,2147
-,1659,1036,8732,8731,5577,4896,2147
+,2720,9615,8037,5278,1517,958,8740
-,2720,9615,8037,5278,1517,958,8740
+,6187,148,9809,9806,12748,11532,11241
-,6187,148,9809,9806,12748,11532,11241
+,11229,8158,2946,5512,3916,4967,11957
-,11229,8158,2946,5512,3916,4967,11957
+,10582,8383,10024,6498,2963,12183,7976
-,10582,8383,10024,6498,2963,12183,7976
+,10437,5843,3683,4915,5854,12915,7226
-,10437,5843,3683,4915,5854,12915,7226
+,924,3699,3410,11543,11550,1234,4840
-,924,3699,3410,11543,11550,1234,4840
+,4998,4691,1529,6334,7948,7662,6995
-,4998,4691,1529,6334,7948,7662,6995
+,3550,10910,7813,3799,4919,3299,8298
-,3550,10910,7813,3799,4919,3299,8298
+,2484,9864,379,12686,5624,3710,10227
-,2484,9864,379,12686,5624,3710,10227
+,11443,1717,11925,7768,2114,8220,10335
-,11443,1717,11925,7768,2114,8220,10335
+,8695,11692,12528,1149,11379,5348,5020
-,8695,11692,12528,1149,11379,5348,5020
+,12844,6511,4840,1316,11999,1698,8137
-,12844,6511,4840,1316,11999,1698,8137
+,5384,327,7294,10450,883,3353,4441
-,5384,327,7294,10450,883,3353,4441
+,7794,8557,4240,1262,4900,8673,7606
-,7794,8557,4240,1262,4900,8673,7606
+,6797,1877,9302,3607,6339,2094,1269
-,6797,1877,9302,3607,6339,2094,1269
+,11428,1135,4096,11858,6682,4528,1152
-,11428,1135,4096,11858,6682,4528,1152
+,5931,4051,48,5704,11645,611,8383
-,5931,4051,48,5704,11645,611,8383
+,9568,6335,7813,9989,1556,2029,12299
-,9568,6335,7813,9989,1556,2029,12299
+,4499,6771,8783,4768,32,9442,1572
-,4499,6771,8783,4768,32,9442,1572
+,7563,9908,5115,5079,12407,11061,1360
-,7563,9908,5115,5079,12407,11061,1360
+,8145,2919,6690,12099,7900,4131,11909
-,8145,2919,6690,12099,7900,4131,11909
+,9972,11187,4775,12802,11680,856,10485
-,9972,11187,4775,12802,11680,856,10485
+,961,10665,1725,1635,286,3247,3028
-,961,10665,1725,1635,286,3247,3028
+,1645,823,12484,11268,1940,8108,8963
-,1645,823,12484,11268,1940,8108,8963
+,12044,3826,12897,6939,12939,2941,7796
-,12044,3826,12897,6939,12939,2941,7796
+,2735,11429,7245,8075,8959,9174,8872
-,2735,11429,7245,8075,8959,9174,8872
+,1942,9589,11195,9989,1018,2639,9061
-,1942,9589,11195,9989,1018,2639,9061
+,5693,9504,12983,8973,4929,11312,4053
-,5693,9504,12983,8973,4929,11312,4053
+,11347,11473,6453,645,621,2745,6149
-,11347,11473,6453,645,621,2745,6149
+,12591,6542,2751,858,1710,7669,5119
-,12591,6542,2751,858,1710,7669,5119
+,5793,8637,10749,10638,9775,4067,5585
-,5793,8637,10749,10638,9775,4067,5585
+,5290,8268,10086,2408,3105,4412,5841
-,5290,8268,10086,2408,3105,4412,5841
+,2217,10761,8088,1021,10232,4644,586
-,2217,10761,8088,1021,10232,4644,586
+,5524,2654,6146,7427,2177,2463,3847
-,5524,2654,6146,7427,2177,2463,3847
+,6918,5152,12113,4614,6901,865,1887
-,6918,5152,12113,4614,6901,865,1887
+,11737,9325,65,9946,7473,3245,4478
-,11737,9325,65,9946,7473,3245,4478
+,11050,10486,946,12496,10293,994,6413
-,11050,10486,946,12496,10293,994,6413
+,2931,10297,6616,5436,4018,6239,451
-,2931,10297,6616,5436,4018,6239,451
+,12045,9039,11588,8979,1697,1399,5987
-,12045,9039,11588,8979,1697,1399,5987
+,1019,11608,9322,6051,274,7895,5651
-,1019,11608,9322,6051,274,7895,5651
+,10446,9650,7122,7994,8306,6899,1037
-,10446,9650,7122,7994,8306,6899,1037
+,5914,1421,11011,741,3481,4814,8706
-,5914,1421,11011,741,3481,4814,8706
