OP,A1,A2,A3,A4,A5,A6,A7
+,9107,12830,2701,406,4989,11023,254
+,12581,6018,6952,7130,7199,8330,490
+,3300,2824,922,3658,4821,10948,11875
-,8568,907,12664,10087,6721,3144,6661
+,11560,756,12920,1288,390,10591,7442
+,6736,8941,1813,11509,3716,3147,188
+,3247,1406,5218,6044,11565,2122,2910
-,12571,12108,3099,6008,11724,4949,9466
+,5744,8760,9977,2327,10657,4623,4913
+,7149,1606,10225,4376,11456,2044,7930
+,7713,1178,5224,129,8176,4364,10823
-,2627,11866,8047,5389,2781,5148,580
+,12516,6344,1416,9074,7771,11890,9323
+,8442,10989,208,10218,4992,5886,5103
+,7325,2168,7899,7623,2640,2148,1465
-,9969,8728,3525,11135,4002,2462,8313
+,6101,3020,8198,9422,7746,2810,4955
+,11150,181,111,3962,4970,943,755
+,9851,8756,7549,10970,2224,3455,6914
-,12254,6062,2127,6962,5575,6495,12241
+,1369,7409,5324,11061,2690,8009,8683
+,167,6666,10640,7188,1343,8769,1616
+,2446,5140,3,12466,223,4133,3872
-,7644,1733,10112,12038,2807,1514,9219
+,2756,2634,3370,6510,6247,10191,1596
+,3934,7053,3545,12917,9278,4591,5265
+,764,8146,636,236,6874,6021,7794
-,11347,5475,2174,10575,8327,5622,4775
+,10822,6032,3109,4300,2014,4782,8679
+,11725,5116,12023,12706,4740,11570,10923
+,4769,10529,8830,10134,9240,6685,11805
-,1897,5729,6046,12430,12717,555,6155
+,3066,7832,7076,1365,5394,3478,12343
+,10163,9270,8913,12555,10351,194,9051
+,5408,1796,6984,6401,4388,4747,2839
-,5669,7583,5299,9523,2017,9115,11808
+,9015,7900,12820,6345,7432,4458,1928
+,6487,980,12393,12092,4152,1939,11858
+,95,3439,10688,8906,7807,3233,2027
-,1210,5133,6424,8909,11449,2326,9761
+,11308,734,12847,8592,4290,3248,4804
+,5400,3776,7617,6749,8182,12195,7340
+,3107,7890,5882,11457,9517,4229,12622
-,3300,2824,922,3658,4821,10948,11875
+,3289,2630,6075,4291,11905,11468,9922
+,4777,2437,3017,570,5345,7564,2885
+,11379,1648,9289,895,4240,9929,8918
-,5620,1215,2829,7582,8936,1125,454
+,10671,8508,11523,5551,4734,10166,7204
+,5708,10255,954,8558,7999,11228,9986
+,7013,12623,9712,10887,5207,9990,8945
-,3887,1589,10189,2702,9645,12678,10713
+,7724,3961,6437,7692,9200,951,22
+,7128,1033,7516,12548,5105,11579,10463
+,3750,6352,6242,11695,11634,2675,83
-,3812,786,9328,10368,9277,5140,2747
+,10710,6427,3968,4040,12655,10258,10478
+,4706,78,1216,11103,3439,9778,8158
+,5808,6801,3214,4010,8364,9451,4045
-,8871,11831,10548,7946,7990,126,1884
+,3977,8018,4979,4301,6214,7028,5479
+,8247,4137,1809,11201,8601,7829,7046
+,11016,3236,4872,11307,8828,4870,9634
-,1414,6637,8326,11993,925,12606,10831
+,11276,12738,10283,10463,8964,5503,8331
+,6007,9990,12281,9121,549,6606,1617
+,7021,6454,12035,4097,70,6422,8452
-,2528,7236,7535,8308,2395,3468,8654
+,5565,11342,8,686,8259,4919,7656
+,1956,12934,7554,990,5432,8219,3605
+,7069,3061,429,4896,6407,12664,11877
-,4020,1711,8620,9914,10862,8461,5742
+,1413,12250,2256,9168,12735,2278,447
+,11486,10115,8932,10288,7930,5391,12062
+,7855,7090,6155,1678,5327,12719,6575
-,4997,12098,12994,1374,4696,10791,7246
+,4278,9545,7104,11190,2257,4291,160
+,1418,10136,5716,9781,404,9477,9575
+,12189,11174,10433,3981,4874,3670,5369
-,1369,7409,5324,11061,2690,8009,8683
+,7740,5669,10096,9462,10970,12172,9633
+,6896,12182,10259,2908,2432,10422,11625
+,6357,2531,12761,123,2457,12330,2976
-,7093,7772,4893,10034,9584,3478,7056
+,7811,5058,8444,9482,11813,8752,7379
+,7020,4647,1591,5672,4980,9895,4629
+,7032,2560,2852,11689,3135,4404,1213
-,167,6666,10640,7188,1343,8769,1616
+,8258,118,5028,857,11629,6918,10069
+,10774,1566,11540,8346,9692,10634,9800
+,6365,759,10670,5920,8110,12418,11910
-,11560,756,12920,1288,390,10591,7442
+,4004,11777,12078,2472,10617,1503,9911
+,10558,528,5618,9834,234,9407,2691
+,4065,10461,6135,3052,7259,8682,2620
-,11376,6626,10946,12343,8097,11646,10456
+,2215,3060,10894,12637,10062,6110,6808
+,8905,1407,5072,12780,372,5953,8278
+,12895,3337,10932,11641,3493,1314,5712
-,4004,11777,12078,2472,10617,1503,9911
+,5308,8410,1855,12319,11535,3381,7726
+,8577,9765,3026,8777,11735,12253,9431
+,3881,11497,10989,10017,11280,10202,10891
-,8247,4137,1809,11201,8601,7829,7046
+,8158,1608,12080,8344,3465,5220,237
+,8028,1838,10637,12828,8665,4671,3608
+,8922,8133,200,6970,6002,6656,5353
-,12926,543,5210,3784,7953,10216,7446
+,2179,8937,11201,794,566,6565,3298
+,7501,8185,1728,1502,4751,5683,828
+,8066,4789,6333,12686,9308,10892,2905
-,10874,1061,4824,4840,6263,49,12618
+,4579,1689,12268,3724,2429,1336,8478
+,9194,11383,12253,4542,202,12674,2803
+,3731,11210,10181,5623,3733,4298,8936
-,10019,9282,11880,12828,2043,5829,5299
+,8376,4922,3033,7266,6353,9521,4918
+,10648,4684,11132,6093,296,1595,9067
+,11440,6232,4337,6887,7070,8163,2902
-,5808,6801,3214,4010,8364,9451,4045
+,3644,3497,716,12250,10906,5832,6323
+,6503,514,6506,5963,10972,7177,4329
+,11260,1411,307,9625,12553,5523,3911
-,1750,8070,5575,7219,5223,42,470
+,12428,11181,1071,8868,4595,9233,7037
+,5617,2437,10785,3165,4495,1071,9011
+,1357,5496,7145,9591,5859,4795,376
-,12667,8876,4419,9238,8717,3479,8946
+,5124,1125,1273,9915,10144,5584,9538
+,8630,7152,10907,9088,12913,9147,5032
+,11705,4688,12870,687,815,12734,5896
-,3389,12500,8534,9757,1363,5104,8148
+,2313,8180,11958,7013,7212,476,6242
+,4737,863,1031,2349,12426,2837,6033
+,5535,8150,2246,10171,8385,3284,7050
-,3977,8018,4979,4301,6214,7028,5479
+,3635,6882,3329,10758,7507,2177,7705
+,10664,494,2603,1871,7976,2647,8430
+,2083,10748,8736,10922,12998,3560,1246
-,7032,2560,2852,11689,3135,4404,1213
+,12631,4407,3747,7264,4126,6465,86
+,4972,4576,844,4107,10756,4691,6025
+,7828,4984,11600,6991,12379,4715,6058
-,1357,5496,7145,9591,5859,4795,376
+,2595,5788,9677,2119,2367,7169,6852
+,4132,12404,10235,9628,3829,10451,10982
+,418,12988,2463,5819,8540,12181,9581
-,7631,6673,1804,12569,7828,945,8986
+,7872,12056,8573,5727,7043,10062,9845
+,35,2377,4198,7072,2780,6424,2301
+,11685,7556,5205,7387,11877,10535,11536
-,11480,5089,7555,8384,8903,2993,2085
+,11958,7851,4024,3904,1686,1146,12523
+,6766,332,9835,12997,7121,10444,11186
+,6991,10121,3984,2648,9277,9724,8483
-,2479,2153,1477,7584,4123,4099,3511
+,1936,1208,2110,5118,9867,12364,11866
+,11509,8716,12565,10821,3023,6350,11676
+,9260,2586,4350,11204,7535,7424,5755
-,3205,6568,7537,5512,1582,5823,1109
+,111,1306,939,5186,11761,5904,8193
+,7652,11853,1125,8448,6004,10792,3531
+,892,5226,304,10592,547,8746,4662
-,11958,7851,4024,3904,1686,1146,12523
+,4054,3275,8980,4459,10618,3909,5769
+,11684,8684,2145,1332,3821,1288,8675
+,9356,12860,6872,497,2506,9899,8276
-,1418,10136,5716,9781,404,9477,9575
+,5427,1385,11570,7518,159,10237,383
+,934,5954,1696,12238,12255,7612,5998
+,5954,11316,9195,3748,1274,9666,2769
-,5652,2430,9443,10372,1322,1083,3032
+,10800,5397,6825,10555,720,7363,7504
+,11140,12022,8172,843,8839,786,11224
+,3752,3186,645,1376,7627,11411,2683
-,3635,6882,3329,10758,7507,2177,7705
+,11555,3587,11001,4269,5679,9912,11306
+,11632,1019,12598,12529,831,1758,9102
+,5533,3308,8312,10172,7434,3285,6879
-,8905,1407,5072,12780,372,5953,8278
+,5386,4914,5529,9857,11002,8985,6058
+,1156,12570,4489,3986,2036,664,12337
+,8273,801,1250,978,6124,9284,4524
-,2052,8155,1795,12668,11605,1864,9424
+,9266,10493,7194,9314,3219,730,736
+,4201,4507,2898,7102,7021,3636,6660
+,10862,9728,9009,9944,4020,2470,1448
-,8066,4789,6333,12686,9308,10892,2905
+,7901,7054,12514,3676,6323,6479,3082
+,8775,11256,2755,6430,5076,10078,7341
+,4646,5097,12043,9905,10776,9165,3519
-,10800,5397,6825,10555,720,7363,7504
+,10619,2391,7538,2947,2275,5801,12660
+,7470,3544,7441,9637,9740,6104,3773
+,5990,8252,8272,8944,3429,5630,1333
-,7470,3544,7441,9637,9740,6104,3773
+,5020,2012,9115,6188,10755,2805,133
+,2899,9061,2171,6350,10888,11752,4735
+,9882,268,10945,11727,10958,987,2440
-,7414,1681,6537,5782,148,586,6668
+,10181,4077,1132,1757,4602,6918,4992
+,5521,4453,5610,5306,2967,7256,9120
+,7068,10506,2034,9489,11044,10770,1330
-,3644,3497,716,12250,10906,5832,6323
+,5958,173,8023,7752,10346,3359,5104
+,11135,10235,869,12234,12971,5722,5507
+,8235,3514,363,4306,7490,5857,11858
-,11783,4884,3726,2137,698,1131,7572
+,3594,188,8656,1655,2941,9146,9418
+,1767,10508,12991,4210,4826,5284,11206
+,7053,10434,12056,9569,9371,1807,7581
-,10664,494,2603,1871,7976,2647,8430
+,1082,5531,4454,11399,5630,1301,5862
+,1829,11356,8789,7642,288,8328,7604
+,8131,10566,1474,11994,5778,9079,10257
-,3929,7218,8994,6547,10646,9306,6619
+,6863,6428,95,8582,12991,6990,9913
+,9750,5088,2538,7519,2529,5467,2329
+,5931,10490,5101,6966,12208,7141,2632
-,11526,7723,360,10926,5092,7235,5315
+,12297,8867,11560,8004,11386,7727,8872
+,5253,6395,2250,12398,6268,6740,4281
+,8119,7947,834,8587,7748,3821,4330
-,7325,2168,7899,7623,2640,2148,1465
+,8016,2512,3462,12233,8295,9266,8773
+,2384,1993,1919,8805,3007,9545,12713
+,1985,1441,5417,3438,12757,9373,11493
-,11379,1648,9289,895,4240,9929,8918
+,8571,9778,12613,6057,1228,3785,1446
+,6088,10040,7436,11775,2316,9051,4544
+,12069,805,12520,6337,10600,12726,6261
-,7432,6162,12621,5639,3997,6903,12559
+,5861,3669,9285,8919,10672,9026,8957
+,8976,8317,11692,12232,5163,8228,2102
+,10197,5870,8163,7014,764,12522,5510
-,9234,9353,1655,1462,8754,1333,10399
+,10048,1441,10378,11924,9912,7499,9480
+,1748,2205,5670,1565,5649,559,9845
+,2584,5672,6229,10367,1291,2264,1685
-,1921,12035,10952,2774,4685,7425,2670
+,3101,12570,12097,7617,2591,12926,12191
+,4886,5343,4232,5534,9089,164,7704
+,1434,11816,6508,6707,3425,4051,3804
-,4737,863,1031,2349,12426,2837,6033
+,12877,10074,9514,11087,5626,6893,1370
+,1682,11483,1272,90,1184,133,5206
+,3828,5888,5060,10995,5936,977,12749
-,6991,10121,3984,2648,9277,9724,8483
+,7956,3936,7632,3621,11145,11720,12088
+,8881,8544,10536,9906,4518,1584,3441
+,3893,3856,3281,10321,3143,8696,11018
-,7855,7090,6155,1678,5327,12719,6575
+,7019,1316,11089,12033,8471,170,8743
+,10493,7206,9260,1973,171,6329,7466
+,12892,4272,7549,1993,3217,11359,7859
-,10079,3573,10317,3561,6251,5764,12926
+,11887,12006,1742,10183,3726,8431,6015
+,11805,11285,10480,4496,3796,2466,815
+,6893,11799,5867,2278,1212,12436,2695
-,2313,8180,11958,7013,7212,476,6242
+,2782,3544,902,12232,10073,9416,5703
+,9235,5023,8838,3750,659,387,9526
+,11082,3270,7220,2866,5294,10973,11920
-,10654,11521,12963,11498,6206,11435,7641
+,4785,10912,2577,11346,2344,6834,597
+,6954,6884,8239,4318,8994,8927,10907
+,8155,3652,6134,12161,6997,1154,10953
-,10558,528,5618,9834,234,9407,2691
+,431,6410,9756,2954,7152,8850,12660
+,10097,7518,11083,12578,3562,10608,7376
+,5681,1440,8814,7600,2006,2641,2547
-,11846,7470,1618,3074,12874,12520,5790
+,3133,12226,4117,6693,6923,9622,567
+,12759,7430,9654,9582,5978,11460,4317
+,2317,3550,9584,11443,6490,8914,2820
-,1082,5531,4454,11399,5630,1301,5862
+,5915,2263,5428,10374,7965,6484,323
+,12649,10722,7936,12251,7037,5315,5604
+,7182,1884,11944,8179,2088,8226,5235
-,3562,7023,9147,9264,4158,9158,8249
+,724,10891,8371,703,7070,6027,3112
+,3023,7066,3379,621,10541,5895,9596
+,6987,5566,6564,9655,7772,11896,9216
-,4054,3275,8980,4459,10618,3909,5769
+,11408,11979,8759,9684,10229,2048,66
+,10011,9255,5170,2826,10135,8714,8095
+,7973,4577,7936,6666,7130,1588,663
-,47,12571,7099,7448,4375,8675,6451
+,924,5339,10496,6507,2177,1329,10156
+,5495,10305,8422,8194,6548,11330,6039
+,137,4686,2161,7287,7564,9545,12199
-,10038,6124,4859,307,2268,8944,10814
+,10523,1887,4633,3507,1491,2361,7807
+,2185,5703,3289,7874,8897,10071,1596
+,3662,10277,6887,12558,5702,2952,834
-,7724,3961,6437,7692,9200,951,22
+,396,5660,7342,8584,12572,7560,2950
+,9043,11803,528,7965,10919,11567,7136
+,362,4917,7599,8727,8057,3652,2719
-,10671,8508,11523,5551,4734,10166,7204
+,12040,11161,7775,12108,6287,11629,6638
+,9421,11332,4194,11292,6648,6570,12574
+,7240,4620,7827,9533,6922,10058,3934
-,9015,7900,12820,6345,7432,4458,1928
+,2753,4791,10504,407,7321,7045,3878
+,1355,10714,7649,2920,1589,8831,8276
+,5228,2500,3286,94,9218,10788,8199
-,6357,2531,12761,123,2457,12330,2976
+,5717,10193,8389,5891,8469,6508,12439
+,12056,10419,9775,184,4646,2957,3082
+,8034,2389,9430,12560,9982,12875,5903
-,2756,2634,3370,6510,6247,10191,1596
+,11546,677,9345,5297,7692,6225,6726
+,5799,7417,8567,11134,8766,6319,12055
+,1011,2200,1029,4059,7994,8936,1026
-,3298,7474,1155,11311,9346,5604,1328
+,2077,2181,5037,4008,8417,2400,6536
+,3098,12538,11198,8529,4895,12885,6004
+,1735,10017,1643,9562,10755,12484,4609
-,418,12988,2463,5819,8540,12181,9581
+,8988,10506,2709,7476,6971,1572,8081
+,5446,12913,9028,7763,8907,12606,4423
+,10426,8586,2423,4280,5211,9633,8787
-,7973,4577,7936,6666,7130,1588,663
+,6677,4233,10606,2291,6834,6974,9368
+,4428,8698,8862,4473,8941,11576,5700
+,6671,1556,4144,9317,12936,12175,9296
-,3786,5549,4194,9113,6121,5043,10490
+,7477,9126,2574,8021,1850,6091,1791
+,585,7921,12871,5753,9576,3748,12552
+,6478,8354,3977,7026,7416,11485,12566
-,9058,11117,7497,6175,10032,10025,6968
+,7848,9883,11838,6169,4083,2182,4209
+,6375,1293,5645,12777,4034,6455,7193
+,12358,8711,1715,9749,5260,11463,9717
-,111,1306,939,5186,11761,5904,8193
+,4546,9141,5964,991,3949,8255,8173
+,11979,2360,7831,12457,12392,2841,5611
+,8108,11054,4175,12245,1938,6584,426
-,5535,8150,2246,10171,8385,3284,7050
+,7383,1870,2047,4004,7023,1789,12020
+,5793,1683,6116,9754,3577,10322,5185
+,11746,8259,2564,625,8076,806,4257
-,4546,9141,5964,991,3949,8255,8173
+,1435,9389,6772,7314,9236,8469,5335
+,1247,12933,8832,1065,11517,6421,8617
+,6443,10412,11007,6419,3226,6270,7833
-,8016,2512,3462,12233,8295,9266,8773
+,8076,6153,3884,9873,11262,4098,11734
+,9589,11251,6505,2716,9603,10407,7980
+,9241,8851,7788,261,1976,2144,12096
-,7652,11853,1125,8448,6004,10792,3531
+,4717,11044,4360,5179,7542,5355,10830
+,7374,478,3953,335,12702,3277,7190
+,3318,4299,11731,10830,10411,3881,6106
-,6766,332,9835,12997,7121,10444,11186
+,10993,7119,9103,6958,8892,11528,12490
+,12245,12064,4630,12789,6854,6786,4103
+,371,9004,1371,1041,6726,1206,1010
-,8241,3558,2415,11577,10175,4849,3226
+,3674,5628,12030,4352,2539,12148,458
+,6868,4087,5104,3976,12507,4272,4162
+,7407,878,2016,7501,1944,1588,6404
-,6677,4233,10606,2291,6834,6974,9368
+,12410,12461,12162,11451,10058,7948,3346
+,979,137,3196,2093,1611,8975,4658
+,4662,12091,1340,3331,2629,4390,6919
-,5617,2437,10785,3165,4495,1071,9011
+,9195,5473,6081,9186,4212,8562,7529
+,3575,6860,6532,2992,5554,6184,3092
+,8966,7522,9496,9669,4419,10881,6198
