OP,A1,A2,A3,A4,A5,A6,A7
+,5729,5571,6253,8996,6380,5258,4816
+,12394,9264,8868,7258,3402,3722,992
+,7604,3200,1691,327,9513,4644,6388
+,10629,381,4632,6106,1798,1067,8905
+,2549,11647,1315,259,9183,9092,7214
+,5892,11434,5960,5290,10766,5625,241
-,7505,7848,9495,7774,758,8821,6297
+,9545,314,7687,11690,12452,4307,8315
+,6059,11621,7590,8830,1385,7842,3978
+,12049,2477,7109,11267,3874,8112,305
+,12374,3034,11355,11391,6365,6425,12252
+,711,7455,3779,9720,6619,12684,251
+,4950,12387,2153,1372,1169,3948,2356
-,8296,1222,2205,12270,10470,10311,473
+,3036,7893,5892,7288,10858,4080,3111
+,11431,6770,9752,374,2894,12159,12396
+,8640,816,3321,10297,3773,8869,5718
+,11151,12035,8739,3135,3476,6418,1140
+,8916,12534,12568,5192,5781,611,8890
+,10027,7899,5803,8273,4537,5900,514
-,3896,12310,8404,11267,9949,6892,1817
+,2280,12268,2070,10373,6445,633,4175
+,5054,10903,8549,350,374,323,6749
+,934,11536,5660,7263,11209,4201,8339
+,1874,3218,3164,4208,1668,6120,4018
+,6615,3126,12138,1936,9737,4138,10916
+,10700,7705,8346,9791,7015,2667,12563
-,3163,6642,3135,12121,3965,11414,11572
+,5359,11709,5396,1708,10080,3298,42
+,9742,6968,10518,10651,10952,7130,5414
+,1940,11584,7508,6376,1114,559,3174
+,6856,3324,9040,12446,8013,9358,3254
+,6348,10438,11480,10124,1895,9142,12064
+,12802,5628,4811,384,903,966,8142
-,1588,9410,6680,6293,2937,10288,8219
+,9429,2807,2542,7633,6377,431,12202
+,683,10773,9291,3098,3404,10430,12836
+,2968,10670,5370,12,11398,8116,138
+,5420,8587,6615,12159,11426,1448,5543
+,8554,9111,11288,383,7751,9693,1759
+,3292,564,11568,1064,10512,6578,12608
-,2288,8041,2353,237,3021,9043,4738
+,1352,7669,125,11937,3447,6421,6404
+,10755,10161,1693,7246,7355,10713,7127
+,10098,9103,8138,11514,11606,8553,6352
+,8410,4156,12603,5560,10041,1586,8984
+,4661,5830,4169,1186,7855,11126,6784
+,9207,7553,3262,602,11971,561,2299
-,3391,9671,5569,6132,9459,6420,6604
+,4378,4664,960,10848,12646,9321,2391
+,12786,7356,664,6768,6137,2025,10335
+,10568,7576,11230,12476,4468,11621,1575
+,6440,11346,11069,10964,12324,11577,3694
+,4884,5318,1819,8266,6485,1717,9902
+,10741,4227,901,11732,12489,10078,8188
-,141,3576,4010,10229,544,4187,10467
+,9460,4008,3718,5654,8629,7654,12093
+,10649,964,10950,8092,6595,7568,555
+,12426,4599,766,686,4600,1821,6858
+,11495,1477,5470,1629,8055,7535,9667
+,6132,2898,8799,3756,90,5027,93
+,7664,8265,1006,8114,1964,2074,9735
-,9006,11363,299,9825,2355,3871,1076
+,7363,1854,12186,7658,12196,4867,2671
+,5389,2802,5188,10185,1509,3618,4481
+,2911,11839,2598,4,4128,4574,7083
+,5000,2448,10046,302,406,12243,5991
+,2382,12403,3856,2097,7912,9664,4822
+,770,7883,7362,7878,2804,4494,10148
-,4348,4990,10530,11513,10187,10950,3875
+,6038,11356,3927,11040,10691,8238,8029
+,6936,7043,12750,5143,11922,2949,9117
+,1823,686,5984,6286,7870,1572,7505
+,8116,74,1352,10538,10609,10271,4944
+,9260,2803,11077,10836,678,12733,6017
+,7389,1703,4363,2974,10748,11395,909
-,10027,7899,5803,8273,4537,5900,514
+,982,3611,12328,11969,9457,6652,5920
+,1069,1732,1961,2128,12919,8099,239
+,2965,11867,10267,5806,12116,6729,1610
+,878,4784,11217,10566,10710,10462,12549
+,10388,2261,12401,4838,1154,113,7749
+,2333,11265,11004,374,11945,9251,4225
-,4177,6903,9994,6250,10767,5595,11636
+,2282,3037,8901,5822,7695,12913,3839
+,9118,2151,2151,12245,2361,5084,7284
+,11167,7827,12935,4750,1130,12989,11565
+,11310,559,7076,5952,12221,7652,12238
+,7775,2221,12378,2760,6234,7113,10739
+,1800,4515,9760,10713,7908,69,11670
-,3955,10024,3928,11113,6514,12528,10833
+,8508,3990,230,11197,9074,2768,3452
+,4508,7596,4569,5622,1606,7530,7226
+,4968,2277,7752,12315,599,37,9548
+,140,8767,6389,2964,841,12559,12981
+,12032,719,3368,4671,10061,8821,10565
+,10241,2533,3436,12300,5359,4744,8872
-,10526,8650,4372,12753,11051,4348,12928
+,2729,11388,12232,5838,7758,12062,4844
+,12765,7465,9920,12213,12702,6311,11445
+,2803,1152,12272,10818,6580,12465,9205
+,1454,5196,7832,9701,3906,2636,9900
+,88,4888,1979,10403,7347,9139,229
+,2482,5744,12460,6798,1422,8529,1937
-,245,10102,5598,6752,6434,7257,9620
+,3421,3663,7049,168,4427,11075,107
+,5753,4653,12420,12687,6087,8926,9842
+,2598,7868,11020,10737,2585,9151,12263
+,5977,12894,7690,6014,6150,6410,736
+,538,10273,6595,3735,6131,9306,904
+,1030,4087,5734,6285,5914,11230,3207
-,3628,8915,6947,6756,8002,9524,4699
+,11492,857,12578,1159,9789,4208,1922
+,5100,3138,10740,10927,8673,7943,4184
+,6617,9127,4564,12510,8509,7551,2419
+,1682,5945,4149,4921,3983,136,11802
+,9104,5785,6570,4247,4700,3490,8070
+,2583,5210,3083,9324,8875,12115,3556
-,12489,9515,11500,10913,5107,10035,971
+,12262,2438,2872,6872,5466,10860,4164
+,8618,5313,11511,1008,12871,9715,8768
+,2993,8267,4581,4062,1019,4560,1041
+,5426,6763,924,290,164,3215,3370
+,1599,3584,3803,12614,10830,8924,12295
+,11335,10164,8184,5527,2932,11051,3092
-,1684,10768,5344,6733,10464,184,7711
+,2521,353,2601,982,1305,7845,12793
+,8682,8851,8244,11449,12062,2147,6726
+,1536,8751,7070,1278,7696,3503,10797
+,1125,6682,8138,6357,4622,8020,10859
+,1617,11411,1576,5476,8798,6579,5989
+,6486,3063,439,3404,8554,7337,12986
-,1615,4463,1771,1111,12008,1472,6691
+,9766,4877,9714,2269,1725,10939,11699
+,2938,7973,1132,7497,218,3122,7184
+,10920,4308,1058,1598,3441,10614,3606
+,7146,11442,4385,8719,3209,2738,10936
+,1038,8165,5664,5962,2685,11267,5109
+,2248,11775,10468,8674,11848,3610,11975
-,2280,12268,2070,10373,6445,633,4175
+,11438,4420,5487,2153,5773,3353,4389
+,3190,5131,4960,2449,5262,9003,11439
+,7453,2283,7006,2724,10012,12190,5257
+,9277,1156,6062,663,9732,4522,12566
+,11052,12,10005,9674,12340,12642,6552
+,3717,1904,8180,11266,12720,10087,190
-,2911,11839,2598,4,4128,4574,7083
+,2935,429,12358,7586,9592,10831,7776
+,1244,2362,11937,6376,4690,6450,8791
+,423,2214,4229,12049,8988,3087,8390
+,815,8628,2054,7596,1906,2614,2052
+,2808,5374,1604,8448,1919,11534,12584
+,12103,3115,7375,11943,10643,10027,599
-,10437,6935,12989,9636,5907,4641,6999
+,11206,9592,11961,3259,1960,11957,9949
+,12447,1831,9293,9229,8320,5553,11657
+,902,8913,6446,1317,6100,10773,1838
+,1414,7748,2283,3986,6946,555,1926
+,1034,6201,935,10478,11591,769,628
+,12590,3544,12949,3704,5377,8275,11362
-,9207,7553,3262,602,11971,561,2299
+,11375,3262,2669,11839,11967,10150,5571
+,11340,531,664,2034,19,11393,5315
+,11690,1217,1551,6116,11518,887,12616
+,11228,3687,5960,9958,4769,12808,8407
+,11524,3474,986,7882,3150,11698,7198
+,4938,8761,4955,1383,10576,12192,10839
-,2355,2503,1599,1739,3800,5550,2052
+,2868,1524,853,5956,4057,8975,80
+,2755,7896,9188,12336,11794,4518,5737
+,12533,8844,9003,4581,9148,10315,4875
+,7134,10546,11523,1294,7669,4376,7424
+,8658,5416,4959,11895,12766,7404,11329
+,12539,10510,4076,4714,3141,2151,284
-,2815,8984,11533,6424,12813,7905,11620
+,10848,9396,10580,5100,2888,3441,5428
+,3472,8923,2492,1856,8493,9365,4943
+,922,8141,2661,8854,9909,11769,11512
+,6171,2569,6482,9772,1981,10038,3937
+,3121,368,11572,4814,11446,11976,12700
+,6727,1756,4648,10721,7265,10374,10846
-,4938,8761,4955,1383,10576,12192,10839
+,10293,9124,5008,10609,8416,5533,1646
+,10756,12223,6835,3200,4954,10174,8820
+,2185,6148,3012,1824,12326,3115,7263
+,8727,718,2649,3257,2639,1508,9718
+,11850,1871,10550,9149,1676,8946,3331
+,6428,4793,4569,2607,9509,6059,12323
-,730,6816,9816,4897,1963,11257,12624
+,9533,4082,1556,2226,11145,3691,10919
+,6233,3954,4837,182,8744,6082,10091
+,12285,2658,1911,6521,7844,12214,5755
+,9288,8379,3017,1188,6120,10233,12347
+,8738,925,7906,6206,7311,1261,10563
+,40,4719,5875,3976,8105,1743,5715
-,2903,2240,7103,247,2504,12157,12330
+,7627,11247,12102,8230,1710,8141,5987
+,7916,10468,11701,538,12545,4731,7211
+,12646,4920,7452,2115,3571,9661,10469
+,11440,9314,7899,6460,10001,7158,2636
+,10828,7085,7749,5541,360,9889,2650
+,135,11806,3836,12698,8601,10117,2597
-,982,3611,12328,11969,9457,6652,5920
+,6058,6926,8372,1295,3583,11930,12901
+,7319,129,779,1302,1283,2638,7136
+,1131,4603,515,11407,307,11338,12059
+,10432,617,9814,5031,12326,1435,845
+,7197,11168,206,1237,4192,4888,9382
+,300,11659,5557,4712,1945,3776,12026
-,11492,857,12578,1159,9789,4208,1922
+,12311,3846,8420,2872,11121,11052,830
+,3105,5767,1533,4717,9771,4989,8471
+,1972,780,5197,11513,5230,5648,4143
+,12693,5219,11890,6613,8704,5620,1901
+,8189,3488,4900,6751,12259,5401,7381
+,12005,2019,8674,2040,8544,3327,11338
-,12311,3846,8420,2872,11121,11052,830
+,8836,9401,5004,359,5780,8170,9293
+,12218,2131,1297,5532,9522,3489,3498
+,3021,1849,8330,4350,3599,2672,11262
+,690,7557,10607,1277,10634,2806,359
+,1932,1707,4692,53,3011,6422,5159
+,2133,3098,6446,6436,817,4666,9114
-,9123,1047,5936,2791,10125,5156,889
+,220,4696,4121,2884,11432,3380,4888
+,1977,5181,3428,6552,6370,6055,1606
+,6196,9483,3656,12077,4802,3092,398
+,12198,8903,8585,6591,11778,5315,12201
+,3445,5502,9608,7800,1746,9623,10499
+,22,4033,1340,6675,2023,4236,11704
-,4145,2403,12313,6212,294,10288,7432
+,10514,6159,7825,2895,5970,3890,552
+,2827,6598,9900,3741,5210,1287,10942
+,2397,6741,10776,12951,5978,3694,5194
+,3671,7893,6638,9002,1930,9688,9175
+,8076,3187,8352,5728,1244,7812,9322
+,7825,2942,2846,12543,2122,969,847
-,11211,18,9847,8129,6733,12624,10204
+,1032,550,698,11215,131,1911,9358
+,7135,6969,9194,5565,9029,5212,9134
+,4200,5808,12919,9685,405,10186,4734
+,12256,4720,3524,7494,4890,8497,2008
+,5074,7562,7219,6950,11209,9423,4758
+,10278,4891,8353,179,7475,7129,10491
-,6059,11621,7590,8830,1385,7842,3978
